transaction_id,upi_id,customer_id,timestamp,amount,transaction_type,merchant_id,counterparty_upi,status,device_id,device_type,channel,fraud_flag,reversal_flag,failure_reason
txn10041766,wesley5197@upi,cust109497,2025-07-05 22:24,158.83,send,,user2480@upi,success,dev109497,feature_phone,app,FALSE,FALSE,
txn10041767,samantha4268@upi,cust109667,2024-09-30 11:48,53,receive,,user8570@upi,success,dev109667,feature_phone,qr_code,FALSE,FALSE,
txn10041768,kenneth9277@upi,cust102193,2025-05-01 06:58,34.78,merchant_payment,merch1033,user5470@upi,success,dev102193,ios,qr_code,FALSE,FALSE,
txn10041769,cory3363@upi,cust104878,2025-07-01 16:01,71.63,receive,,user6818@upi,success,dev200157,android,app,FALSE,FALSE,
txn10041770,lisa4480@upi,cust100652,2025-07-01 00:16,113.5,merchant_payment,merch1225,user1971@upi,success,dev100652,tablet,intent,FALSE,FALSE,
txn10041771,tyler5506@upi,cust109845,2024-08-26 19:00,26.52,receive,,user6062@upi,success,dev201404,feature_phone,intent,FALSE,FALSE,
txn10041772,tristan6603@upi,cust100692,2025-07-04 18:18,34.42,merchant_payment,merch1062,user8491@upi,success,dev200675,android,qr_code,FALSE,FALSE,
txn10041773,david3474@upi,cust108405,2025-06-01 17:16,84.91,send,,user8207@upi,success,dev108405,android,intent,FALSE,FALSE,
txn10041774,julie3511@upi,cust102160,2025-07-23 21:31,17.39,send,,user1740@upi,success,dev102160,android,intent,FALSE,FALSE,
txn10041775,mary7415@upi,cust102227,2025-01-20 11:08,37.66,send,,user2360@upi,success,dev102227,android,intent,FALSE,FALSE,
txn10041776,joseph8274@upi,cust102377,2025-07-26 12:49,52.9,merchant_payment,merch1131,user3349@upi,success,dev102377,android,intent,FALSE,FALSE,
txn10041777,jonathan3903@upi,cust106498,2025-07-11 17:35,28.89,receive,,user8136@upi,success,dev106498,feature_phone,qr_code,FALSE,FALSE,
txn10041778,zachary5139@upi,cust106990,2024-10-29 09:43,30.41,receive,,user6551@upi,success,dev106990,ios,qr_code,FALSE,FALSE,
txn10041779,samuel3371@upi,cust107612,2025-01-15 16:02,54.88,send,,user6775@upi,failed,dev107612,tablet,intent,FALSE,FALSE,incorrect_pin
txn10041780,raymond4098@upi,cust102878,2025-01-02 05:06,23.62,receive,,user4991@upi,success,dev102878,feature_phone,qr_code,FALSE,FALSE,
txn10041781,christine8151@upi,cust100787,2024-11-15 09:24,14.73,send,,user6888@upi,success,dev100787,feature_phone,app,FALSE,FALSE,
txn10041782,rachel1368@upi,cust105846,2024-07-20 07:59,7.26,receive,,user4305@upi,success,dev105846,ios,intent,FALSE,FALSE,
txn10041783,matthew9191@upi,cust105587,2025-04-30 23:50,19.58,merchant_payment,merch1189,user1099@upi,success,dev105587,android,qr_code,FALSE,FALSE,
txn10041784,jennifer8048@upi,cust104669,2025-07-19 22:23,98.55,merchant_payment,merch1298,user8668@upi,success,dev104669,tablet,intent,FALSE,FALSE,
txn10041785,douglas6711@upi,cust103038,2025-04-27 02:30,70.82,receive,,user1508@upi,success,dev103038,ios,qr_code,FALSE,FALSE,
txn10041786,carly1194@upi,cust108568,2025-04-16 12:44,48.58,send,,user3859@upi,success,dev108568,android,app,TRUE,FALSE,
txn10041787,heather1298@upi,cust104579,2024-11-14 16:03,22.28,send,,user6383@upi,failed,dev104579,tablet,qr_code,FALSE,TRUE,account_blocked
txn10041788,rachael8951@upi,cust100398,2025-05-30 04:42,40.49,merchant_payment,merch1293,user5586@upi,success,dev100398,tablet,qr_code,FALSE,FALSE,
txn10041789,jennifer3560@upi,cust104330,2024-12-13 16:45,43.36,receive,,user5680@upi,success,dev104330,android,intent,FALSE,FALSE,
txn10041790,lawrence4201@upi,cust106119,2024-10-24 09:17,131.19,receive,,user5293@upi,success,dev106119,ios,qr_code,FALSE,FALSE,
txn10041791,ashlee8862@upi,cust105547,2024-11-06 10:45,8.81,receive,,user1592@upi,success,dev105547,feature_phone,app,FALSE,FALSE,
txn10041792,paul8595@upi,cust109172,2025-05-04 21:52,38.44,send,,user8973@upi,success,dev109172,tablet,intent,TRUE,FALSE,
txn10041793,wendy3147@upi,cust108149,2024-06-11 01:33,19.15,send,,user3045@upi,success,dev201716,tablet,qr_code,FALSE,FALSE,
txn10041794,jerry6450@upi,cust101982,2024-08-21 13:28,44.33,send,,user1219@upi,success,dev101982,android,intent,FALSE,FALSE,
txn10041795,michael4638@upi,cust108745,2023-03-19 20:10,47.91,send,,user2942@upi,success,dev108745,feature_phone,intent,FALSE,FALSE,
txn10041796,katherine2743@upi,cust108268,2025-06-02 03:05,8.9,send,,user4720@upi,success,dev108268,ios,qr_code,FALSE,FALSE,
txn10041797,paul4656@upi,cust105956,2025-05-30 13:56,55.82,receive,,user3179@upi,success,dev105956,ios,qr_code,FALSE,FALSE,
txn10041798,rhonda5167@upi,cust105706,2024-12-03 16:21,20.96,send,,user9586@upi,success,dev201740,android,app,FALSE,FALSE,
txn10041799,melissa6141@upi,cust107156,2025-02-26 16:05,18.49,receive,,user7331@upi,success,dev107156,feature_phone,app,FALSE,FALSE,
txn10041800,erin2399@upi,cust100193,2024-02-11 16:08,11.46,send,,user2009@upi,success,dev100193,feature_phone,qr_code,FALSE,FALSE,
txn10041801,carla2916@upi,cust106902,2025-08-01 21:49,23.3,send,,user5603@upi,success,dev106902,ios,intent,FALSE,FALSE,
txn10041802,justin1813@upi,cust106057,2024-07-11 17:19,36.55,merchant_payment,merch1307,user7146@upi,success,dev200515,feature_phone,intent,TRUE,FALSE,
txn10041803,matthew9179@upi,cust102364,2024-09-30 12:48,46.09,send,,user6426@upi,success,dev102364,ios,qr_code,FALSE,FALSE,
txn10041804,curtis3080@upi,cust105456,2025-08-04 07:31,24.83,receive,,user7883@upi,success,dev105456,ios,app,FALSE,FALSE,
txn10041805,kimberly5076@upi,cust109563,2024-03-08 23:15,34.55,receive,,user1678@upi,success,dev109563,feature_phone,intent,FALSE,FALSE,
txn10041806,sandra3540@upi,cust100605,2024-05-31 03:43,17.64,merchant_payment,merch1150,user3197@upi,success,dev100605,tablet,app,FALSE,FALSE,
txn10041807,jeremy8688@upi,cust101231,2021-05-11 07:38,47.78,send,,user2528@upi,success,dev101231,feature_phone,app,FALSE,FALSE,
txn10041808,brenda8908@upi,cust105724,2025-07-22 13:18,21.58,send,,user9196@upi,success,dev201540,android,qr_code,FALSE,FALSE,
txn10041809,tiffany3672@upi,cust108340,2024-12-25 09:39,27.4,receive,,user7244@upi,success,dev108340,ios,qr_code,FALSE,FALSE,
txn10041810,christina3155@upi,cust103975,2025-07-07 16:38,29.06,send,,user2428@upi,success,dev103975,feature_phone,app,FALSE,FALSE,
txn10041811,heather2320@upi,cust105636,2025-07-31 05:31,44.81,send,,user4923@upi,success,dev105636,android,intent,TRUE,FALSE,
txn10041812,william6492@upi,cust102105,2025-05-11 02:25,34.41,receive,,user9323@upi,success,dev102105,android,qr_code,FALSE,FALSE,
txn10041813,michael4200@upi,cust109527,2025-07-10 12:18,59.29,merchant_payment,merch1028,user8497@upi,success,dev201429,ios,app,FALSE,FALSE,
txn10041814,teresa2686@upi,cust106957,2025-05-23 18:31,18.76,receive,,user4102@upi,success,dev106957,tablet,qr_code,FALSE,FALSE,
txn10041815,renee6504@upi,cust107707,2022-12-01 04:52,46.1,receive,,user3713@upi,success,dev107707,tablet,qr_code,FALSE,FALSE,
txn10041816,edward3306@upi,cust108488,2024-12-10 12:01,13.74,merchant_payment,merch1370,user5300@upi,success,dev108488,android,app,FALSE,FALSE,
txn10041817,jacob9035@upi,cust102466,2024-09-11 03:41,26.01,bill_pay,merch1481,user9118@upi,success,dev201408,android,intent,FALSE,FALSE,
txn10041818,joseph2936@upi,cust107226,2025-07-30 13:06,12.56,merchant_payment,merch1431,user8274@upi,failed,dev107226,feature_phone,qr_code,FALSE,FALSE,network_error
txn10041819,danny8621@upi,cust101091,2024-10-12 04:52,9.29,receive,,user3707@upi,success,dev101091,feature_phone,app,FALSE,FALSE,
txn10041820,eric5388@upi,cust108685,2024-06-12 18:56,40.15,send,,user3758@upi,success,dev108685,android,qr_code,FALSE,FALSE,
txn10041821,ryan7201@upi,cust104494,2023-10-30 21:03,15.76,receive,,user3026@upi,failed,dev104494,feature_phone,qr_code,FALSE,FALSE,bank_down
txn10041822,teresa5355@upi,cust100210,2025-04-04 03:58,35.48,send,,user2074@upi,success,dev100210,tablet,qr_code,FALSE,FALSE,
txn10041823,ashley3971@upi,cust101722,2024-09-15 05:13,15.89,send,,user1453@upi,success,dev101722,android,app,FALSE,FALSE,
txn10041824,donald2120@upi,cust107101,2024-11-21 01:40,29.37,receive,,user5812@upi,success,dev107101,tablet,qr_code,FALSE,FALSE,
txn10041825,miss8716@upi,cust106889,2024-11-11 18:38,53.58,send,,user9064@upi,success,dev201774,tablet,app,FALSE,FALSE,
txn10041826,raymond8747@upi,cust107849,2024-12-04 01:28,37.08,merchant_payment,merch1205,user5085@upi,success,dev107849,android,intent,FALSE,FALSE,
txn10041827,tracy5860@upi,cust105691,2025-07-21 14:58,53.9,receive,,user3902@upi,success,dev105691,tablet,qr_code,FALSE,FALSE,
txn10041828,brandon6095@upi,cust102711,2025-01-31 06:21,21.46,send,,user1661@upi,failed,dev102711,ios,intent,FALSE,FALSE,network_error
txn10041829,stephen3554@upi,cust105053,2023-12-26 04:53,24.78,receive,,user1723@upi,success,dev105053,feature_phone,qr_code,FALSE,FALSE,
txn10041830,barbara3738@upi,cust105969,2025-02-27 12:54,24.86,send,,user9762@upi,success,dev105969,android,intent,FALSE,FALSE,
txn10041831,austin6251@upi,cust101871,2025-07-27 17:29,145.08,merchant_payment,merch1473,user6625@upi,success,dev101871,ios,qr_code,FALSE,FALSE,
txn10041832,jane7636@upi,cust100554,2025-08-03 14:52,28.89,bill_pay,merch1086,user9237@upi,success,dev100554,ios,qr_code,FALSE,FALSE,
txn10041833,shannon9809@upi,cust107257,2025-01-19 12:52,25.61,send,,user8085@upi,success,dev107257,feature_phone,qr_code,FALSE,FALSE,
txn10041834,joshua9826@upi,cust105252,2025-05-23 18:43,52.47,send,,user6404@upi,success,dev105252,feature_phone,app,FALSE,FALSE,
txn10041835,scott1708@upi,cust107800,2025-04-10 18:45,26.85,receive,,user3322@upi,success,dev107800,ios,app,FALSE,FALSE,
txn10041836,jeremy1895@upi,cust101432,2025-07-19 22:51,23.35,receive,,user5319@upi,success,dev101432,ios,qr_code,FALSE,FALSE,
txn10041837,clifford9905@upi,cust109658,2024-04-24 20:50,13.27,receive,,user2987@upi,success,dev201856,android,app,FALSE,FALSE,
txn10041838,elizabeth7984@upi,cust107822,2025-05-10 21:24,43.29,send,,user4550@upi,success,dev107822,ios,qr_code,FALSE,FALSE,
txn10041839,amanda6137@upi,cust109091,2025-05-26 06:53,12.34,merchant_payment,merch1135,user7985@upi,success,dev109091,feature_phone,qr_code,FALSE,FALSE,
txn10041840,austin1909@upi,cust100681,2024-09-05 00:03,32.54,receive,,user1189@upi,success,dev100681,android,intent,FALSE,FALSE,
txn10041841,stephanie3834@upi,cust102713,2022-11-14 09:10,14.06,receive,,user5793@upi,success,dev102713,ios,intent,FALSE,FALSE,
txn10041842,kristopher2872@upi,cust102866,2024-11-21 08:45,17.59,receive,,user9281@upi,success,dev102866,feature_phone,app,FALSE,FALSE,
txn10041843,andrea6162@upi,cust100354,2024-11-29 01:03,14.33,send,,user6544@upi,success,dev100354,ios,intent,FALSE,FALSE,
txn10041844,cathy1990@upi,cust109305,2024-06-07 16:41,13.13,receive,,user8038@upi,success,dev201673,tablet,qr_code,FALSE,FALSE,
txn10041845,thomas4442@upi,cust106380,2025-01-20 20:29,14.57,receive,,user9630@upi,success,dev106380,ios,intent,FALSE,FALSE,
txn10041846,jeffrey3367@upi,cust101888,2023-03-04 21:28,13.35,merchant_payment,merch1156,user4184@upi,success,dev101888,android,app,FALSE,FALSE,
txn10041847,ashley1773@upi,cust102153,2025-07-07 22:41,65.36,send,,user7128@upi,success,dev102153,tablet,qr_code,FALSE,FALSE,
txn10041848,bonnie5518@upi,cust100862,2024-08-12 12:11,63.75,merchant_payment,merch1349,user6102@upi,success,dev100862,ios,qr_code,FALSE,FALSE,
txn10041849,william8305@upi,cust101881,2024-12-12 01:22,58.2,merchant_payment,merch1132,user3620@upi,success,dev101881,feature_phone,qr_code,FALSE,FALSE,
txn10041850,rachel8362@upi,cust102719,2024-07-09 08:18,11.8,merchant_payment,merch1166,user1717@upi,success,dev102719,feature_phone,app,FALSE,FALSE,
txn10041851,charles7583@upi,cust100228,2025-05-11 08:50,57.46,receive,,user1149@upi,failed,dev100228,ios,app,FALSE,FALSE,incorrect_pin
txn10041852,matthew8275@upi,cust106137,2025-06-22 23:19,130.51,receive,,user6958@upi,success,dev106137,tablet,intent,FALSE,FALSE,
txn10041853,kevin9252@upi,cust107543,2025-06-26 00:06,21.19,bill_pay,merch1436,user9802@upi,success,dev107543,tablet,app,FALSE,FALSE,
txn10041854,catherine2878@upi,cust100232,2024-04-10 16:41,41.59,merchant_payment,merch1472,user6912@upi,failed,dev100232,feature_phone,intent,FALSE,FALSE,bank_down
txn10041855,sean6692@upi,cust107755,2025-07-29 17:29,13.07,merchant_payment,merch1040,user9252@upi,success,dev107755,android,intent,FALSE,FALSE,
txn10041856,ashley6369@upi,cust100198,2025-07-03 19:37,33.67,send,,user4613@upi,success,dev100198,tablet,app,FALSE,FALSE,
txn10041857,jackson6323@upi,cust108128,2024-12-08 17:03,73.76,merchant_payment,merch1399,user5302@upi,success,dev108128,tablet,intent,FALSE,FALSE,
txn10041858,steve8106@upi,cust109764,2024-09-21 12:27,25.36,send,,user6953@upi,success,dev109764,feature_phone,app,FALSE,FALSE,
txn10041859,christine6427@upi,cust106649,2025-07-23 17:33,50.3,send,,user7055@upi,success,dev106649,tablet,qr_code,FALSE,FALSE,
txn10041860,david6308@upi,cust106169,2025-07-09 02:34,48.86,merchant_payment,merch1210,user1298@upi,success,dev106169,ios,app,FALSE,FALSE,
txn10041861,matthew2484@upi,cust105332,2025-06-08 11:40,30.75,receive,,user4143@upi,success,dev105332,feature_phone,qr_code,FALSE,FALSE,
txn10041862,lynn5751@upi,cust108747,2025-04-09 03:26,47.98,merchant_payment,merch1463,user5598@upi,success,dev108747,tablet,app,FALSE,FALSE,
txn10041863,john8296@upi,cust101591,2025-03-02 08:40,51.56,send,,user6025@upi,success,dev101591,android,qr_code,FALSE,FALSE,
txn10041864,christian4285@upi,cust106412,2025-04-30 22:56,43.49,send,,user3679@upi,success,dev106412,feature_phone,intent,FALSE,FALSE,
txn10041865,albert5524@upi,cust108998,2023-06-11 10:10,12.05,send,,user6744@upi,success,dev108998,ios,qr_code,FALSE,FALSE,
txn10041866,lisa3823@upi,cust107464,2025-08-01 07:09,32.89,send,,user1528@upi,success,dev107464,android,intent,FALSE,FALSE,
txn10041867,david3024@upi,cust108990,2025-07-25 20:50,60.49,receive,,user9513@upi,success,dev108990,feature_phone,intent,FALSE,FALSE,
txn10041868,mary7045@upi,cust101900,2025-06-19 17:36,37.56,merchant_payment,merch1424,user4743@upi,success,dev101900,feature_phone,intent,FALSE,FALSE,
txn10041869,amy6386@upi,cust107362,2025-04-30 00:57,45.78,receive,,user1744@upi,success,dev200452,ios,qr_code,FALSE,FALSE,
txn10041870,don8665@upi,cust105718,2025-01-17 04:18,19.97,bill_pay,merch1379,user6963@upi,success,dev105718,android,app,FALSE,FALSE,
txn10041871,katie8053@upi,cust102523,2025-07-25 02:58,87.94,receive,,user4965@upi,success,dev102523,feature_phone,intent,FALSE,FALSE,
txn10041872,kevin2812@upi,cust100886,2025-07-27 10:34,45.54,send,,user2479@upi,success,dev100886,tablet,app,FALSE,FALSE,
txn10041873,deborah7148@upi,cust103899,2025-03-02 09:32,54.84,receive,,user3654@upi,success,dev103899,feature_phone,intent,FALSE,FALSE,
txn10041874,tracy9879@upi,cust107582,2024-11-21 19:04,75.35,send,,user1216@upi,success,dev107582,android,intent,FALSE,FALSE,
txn10041875,emily8218@upi,cust109937,2025-06-25 02:20,41.98,bill_pay,merch1296,user3586@upi,failed,dev109937,android,app,FALSE,FALSE,bank_down
txn10041876,briana9267@upi,cust100068,2025-06-28 21:39,132.66,merchant_payment,merch1104,user7867@upi,pending,dev100068,android,intent,FALSE,FALSE,
txn10041877,daniel9054@upi,cust107279,2025-04-13 22:23,70.45,receive,,user2894@upi,success,dev107279,feature_phone,qr_code,FALSE,FALSE,
txn10041878,john6365@upi,cust107831,2025-07-18 16:46,26.65,receive,,user3097@upi,success,dev107831,tablet,app,FALSE,FALSE,
txn10041879,randall7294@upi,cust106276,2024-10-16 13:29,27.31,receive,,user3789@upi,success,dev106276,feature_phone,qr_code,FALSE,FALSE,
txn10041880,tristan1327@upi,cust100692,2023-10-08 19:45,13.97,receive,,user6935@upi,success,dev100692,tablet,app,FALSE,FALSE,
txn10041881,william5329@upi,cust103900,2025-06-17 04:23,100.32,send,,user1502@upi,success,dev103900,ios,intent,FALSE,FALSE,
txn10041882,ricky6390@upi,cust108829,2025-08-02 05:46,15.61,send,,user2171@upi,success,dev108829,tablet,app,FALSE,FALSE,
txn10041883,amber8367@upi,cust108331,2025-07-07 10:34,28.73,receive,,user7960@upi,success,dev108331,tablet,app,FALSE,FALSE,
txn10041884,tyler5724@upi,cust104881,2025-06-06 12:10,46.12,send,,user4242@upi,success,dev104881,android,app,FALSE,FALSE,
txn10041885,ethan6043@upi,cust106357,2025-05-17 07:18,49.27,send,,user7010@upi,success,dev201621,android,qr_code,FALSE,FALSE,
txn10041886,adam5985@upi,cust109465,2025-05-29 22:44,27.66,send,,user6453@upi,success,dev109465,android,intent,FALSE,FALSE,
txn10041887,amanda7440@upi,cust100451,2024-12-27 14:38,28.75,merchant_payment,merch1093,user6338@upi,success,dev100451,android,qr_code,FALSE,FALSE,
txn10041888,christian2198@upi,cust101474,2025-05-25 16:35,144.62,receive,,user1058@upi,success,dev101474,android,intent,FALSE,FALSE,
txn10041889,christina2362@upi,cust108953,2025-07-10 23:15,45.85,receive,,user7233@upi,success,dev108953,android,qr_code,FALSE,FALSE,
txn10041890,jean9876@upi,cust102940,2025-07-28 17:02,51.48,send,,user3456@upi,success,dev102940,feature_phone,app,FALSE,FALSE,
txn10041891,gabriel5766@upi,cust108410,2025-06-28 17:11,67.33,send,,user4416@upi,failed,dev108410,android,qr_code,FALSE,FALSE,account_blocked
txn10041892,tonya3897@upi,cust100864,2025-04-16 08:51,47.44,send,,user6695@upi,success,dev200123,feature_phone,qr_code,FALSE,FALSE,
txn10041893,carla1472@upi,cust106720,2024-12-24 13:02,10.82,merchant_payment,merch1141,user2031@upi,success,dev106720,ios,intent,FALSE,FALSE,
txn10041894,keith2823@upi,cust107810,2023-01-28 18:39,46.19,send,,user3662@upi,success,dev107810,android,app,FALSE,FALSE,
txn10041895,jacob1936@upi,cust105571,2023-09-19 09:13,27.7,send,,user1443@upi,success,dev105571,feature_phone,qr_code,FALSE,FALSE,
txn10041896,victoria3970@upi,cust108427,2025-07-16 16:52,28.61,receive,,user8476@upi,success,dev108427,tablet,qr_code,FALSE,FALSE,
txn10041897,hailey9074@upi,cust105991,2024-05-24 13:50,32.9,send,,user6224@upi,pending,dev105991,tablet,app,FALSE,FALSE,
txn10041898,andrew1615@upi,cust100155,2023-09-18 19:08,123.45,merchant_payment,merch1125,user8275@upi,success,dev100155,android,qr_code,FALSE,FALSE,
txn10041899,kelly4521@upi,cust106804,2023-06-23 03:41,11.65,receive,,user1988@upi,success,dev106804,ios,qr_code,FALSE,FALSE,
txn10041900,jonathan9344@upi,cust101315,2024-01-01 22:59,31.26,merchant_payment,merch1338,user8157@upi,success,dev101315,feature_phone,qr_code,FALSE,FALSE,
txn10041901,eddie8274@upi,cust101715,2025-08-06 01:59,13.7,receive,,user5885@upi,pending,dev200738,tablet,qr_code,FALSE,FALSE,
txn10041902,amanda3833@upi,cust105642,2025-03-04 17:00,46.09,send,,user3255@upi,failed,dev105642,feature_phone,qr_code,FALSE,TRUE,account_blocked
txn10041903,morgan1199@upi,cust100888,2025-05-19 10:26,23.68,receive,,user2729@upi,success,dev100888,feature_phone,intent,FALSE,FALSE,
txn10041904,leslie2330@upi,cust105805,2025-07-28 16:26,11.3,merchant_payment,merch1013,user3052@upi,success,dev105805,ios,qr_code,FALSE,FALSE,
txn10041905,alexander9397@upi,cust106953,2025-04-19 12:25,33.95,receive,,user5967@upi,success,dev106953,feature_phone,qr_code,FALSE,FALSE,
txn10041906,kyle1550@upi,cust107947,2025-08-02 01:08,122.84,merchant_payment,merch1085,user2768@upi,success,dev200817,tablet,app,FALSE,FALSE,
txn10041907,beth9113@upi,cust102263,2025-06-18 05:40,61.34,merchant_payment,merch1366,user8696@upi,success,dev200810,feature_phone,app,FALSE,FALSE,
txn10041908,tanya2003@upi,cust109100,2025-06-27 09:19,30.31,send,,user9652@upi,success,dev200110,android,intent,FALSE,FALSE,
txn10041909,anthony1946@upi,cust102306,2025-07-24 08:46,16.37,send,,user8505@upi,success,dev102306,tablet,intent,FALSE,FALSE,
txn10041910,jill9744@upi,cust108346,2025-05-14 01:48,38.5,receive,,user6295@upi,success,dev108346,android,app,FALSE,FALSE,
txn10041911,amanda8234@upi,cust103608,2025-06-09 05:50,40.4,receive,,user5468@upi,success,dev103608,tablet,app,FALSE,FALSE,
txn10041912,katelyn2401@upi,cust105416,2025-06-21 21:35,47.91,bill_pay,merch1072,user8124@upi,success,dev105416,android,app,FALSE,FALSE,
txn10041913,ashley8363@upi,cust106661,2025-08-01 17:04,61.89,send,,user8263@upi,success,dev106661,tablet,app,FALSE,FALSE,
txn10041914,jessica2679@upi,cust100746,2024-04-21 05:12,45.21,send,,user1704@upi,success,dev100746,ios,intent,FALSE,FALSE,
txn10041915,jenna7838@upi,cust105227,2024-06-17 13:57,79.88,receive,,user5146@upi,success,dev105227,ios,intent,FALSE,FALSE,
txn10041916,mr.5359@upi,cust103407,2025-01-25 17:20,61.31,send,,user8740@upi,failed,dev103407,tablet,app,FALSE,FALSE,account_blocked
txn10041917,joel2951@upi,cust104742,2024-07-23 16:54,70.97,receive,,user9561@upi,success,dev104742,android,app,FALSE,FALSE,
txn10041918,steven5452@upi,cust105465,2025-07-30 12:07,19.17,send,,user2743@upi,success,dev105465,tablet,intent,FALSE,FALSE,
txn10041919,bryan1570@upi,cust109249,2025-06-10 04:15,42.47,receive,,user1475@upi,success,dev109249,android,qr_code,FALSE,FALSE,
txn10041920,wanda1733@upi,cust107579,2025-07-05 23:35,69.07,merchant_payment,merch1194,user8582@upi,success,dev107579,android,app,FALSE,FALSE,
txn10041921,amanda8708@upi,cust103724,2023-08-11 03:04,17.49,merchant_payment,merch1281,user4453@upi,success,dev103724,android,app,FALSE,FALSE,
txn10041922,amanda6511@upi,cust108657,2024-12-10 18:54,95.39,merchant_payment,merch1397,user6215@upi,success,dev200797,feature_phone,app,FALSE,FALSE,
txn10041923,regina1199@upi,cust108774,2025-04-22 11:48,118.6,merchant_payment,merch1006,user4179@upi,success,dev108774,tablet,qr_code,FALSE,FALSE,
txn10041924,lauren8762@upi,cust108658,2024-06-16 12:42,55.47,merchant_payment,merch1340,user9347@upi,success,dev108658,tablet,intent,FALSE,FALSE,
txn10041925,karen5304@upi,cust100144,2025-05-14 13:07,13.11,send,,user9223@upi,success,dev201811,tablet,intent,FALSE,FALSE,
txn10041926,brianna1041@upi,cust104569,2022-06-25 02:50,45.36,send,,user6405@upi,success,dev104569,feature_phone,qr_code,FALSE,FALSE,
txn10041927,kara5399@upi,cust103781,2025-04-18 15:24,117.17,merchant_payment,merch1295,user1340@upi,success,dev103781,android,qr_code,FALSE,FALSE,
txn10041928,monique4213@upi,cust106414,2025-06-08 14:06,12.94,send,,user4870@upi,success,dev106414,tablet,intent,FALSE,FALSE,
txn10041929,robert4984@upi,cust105941,2025-03-27 09:37,12.35,send,,user3128@upi,success,dev105941,ios,qr_code,FALSE,FALSE,
txn10041930,john4985@upi,cust105458,2024-06-02 07:31,88.41,receive,,user5074@upi,success,dev105458,android,intent,FALSE,FALSE,
txn10041931,katherine2308@upi,cust107329,2025-03-31 00:50,70.14,merchant_payment,merch1199,user6101@upi,success,dev107329,android,app,FALSE,FALSE,
txn10041932,reginald7049@upi,cust105881,2025-07-10 06:43,28.16,send,,user2721@upi,success,dev105881,feature_phone,qr_code,FALSE,FALSE,
txn10041933,robert8340@upi,cust109628,2025-06-29 09:44,51.29,receive,,user4338@upi,success,dev109628,tablet,intent,FALSE,FALSE,
txn10041934,michele6971@upi,cust106255,2025-05-20 17:51,50.03,merchant_payment,merch1141,user3170@upi,success,dev106255,tablet,qr_code,FALSE,FALSE,
txn10041935,robert8222@upi,cust104392,2024-09-22 12:25,26.09,merchant_payment,merch1442,user5983@upi,success,dev104392,ios,app,FALSE,FALSE,
txn10041936,jeffery1517@upi,cust108420,2025-01-30 02:54,10.77,send,,user1111@upi,success,dev108420,tablet,app,FALSE,FALSE,
txn10041937,jacqueline9968@upi,cust104345,2025-07-21 05:00,26.14,receive,,user7404@upi,success,dev104345,ios,app,FALSE,FALSE,
txn10041938,alejandro9833@upi,cust107929,2025-07-22 05:54,9.91,receive,,user3659@upi,success,dev107929,feature_phone,app,FALSE,FALSE,
txn10041939,jeffrey7212@upi,cust103507,2025-07-19 04:08,20.55,bill_pay,merch1187,user5786@upi,success,dev103507,feature_phone,app,FALSE,FALSE,
txn10041940,donna6140@upi,cust106883,2025-08-06 07:08,53.95,send,,user4081@upi,success,dev106883,feature_phone,intent,FALSE,FALSE,
txn10041941,misty1576@upi,cust105858,2025-07-08 15:51,27.69,bill_pay,merch1354,user1811@upi,success,dev105858,tablet,intent,FALSE,FALSE,
txn10041942,amy9401@upi,cust106291,2023-11-26 04:25,35.5,send,,user6559@upi,success,dev106291,feature_phone,qr_code,FALSE,FALSE,
txn10041943,ashley4529@upi,cust107344,2025-06-24 02:06,26.33,receive,,user8626@upi,success,dev107344,feature_phone,qr_code,FALSE,FALSE,
txn10041944,chris4482@upi,cust106623,2025-08-04 21:32,33.92,send,,user8138@upi,success,dev200742,android,app,TRUE,FALSE,
txn10041945,nicholas9775@upi,cust109257,2024-11-21 23:05,99.37,receive,,user8348@upi,success,dev109257,feature_phone,qr_code,FALSE,FALSE,
txn10041946,larry4635@upi,cust102615,2025-07-10 17:22,62.94,send,,user9710@upi,success,dev102615,android,intent,FALSE,FALSE,
txn10041947,mark2408@upi,cust108646,2025-07-03 00:03,26.37,merchant_payment,merch1448,user4310@upi,success,dev108646,ios,app,FALSE,FALSE,
txn10041948,elizabeth7262@upi,cust102691,2023-08-31 07:10,27.82,merchant_payment,merch1318,user3134@upi,success,dev102691,ios,app,FALSE,FALSE,
txn10041949,joe1972@upi,cust105102,2025-03-05 22:28,23.93,send,,user6127@upi,success,dev105102,feature_phone,qr_code,FALSE,FALSE,
txn10041950,kelli7632@upi,cust109364,2025-06-17 04:17,29.97,merchant_payment,merch1016,user5378@upi,success,dev109364,feature_phone,qr_code,FALSE,FALSE,
txn10041951,jeremiah6028@upi,cust109341,2024-10-08 06:27,88.82,bill_pay,merch1479,user5319@upi,failed,dev109341,feature_phone,app,FALSE,FALSE,incorrect_pin
txn10041952,kelly6491@upi,cust104099,2025-07-09 18:34,20.63,merchant_payment,merch1243,user1481@upi,success,dev104099,tablet,intent,FALSE,FALSE,
txn10041953,angela1920@upi,cust101686,2025-07-01 20:38,91.87,send,,user1457@upi,success,dev200764,feature_phone,qr_code,FALSE,FALSE,
txn10041954,david7890@upi,cust106970,2025-08-05 04:46,60.35,bill_pay,merch1021,user5058@upi,failed,dev106970,feature_phone,intent,FALSE,FALSE,incorrect_pin
